MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,Duration_min,Start_Date,End_Date,Start_Date_dt,End_Date_dt
41207,"Tenioha! 2: Limit Over - Mada Mada Ippai, Ecchi Shiyo? The Animation",6.86,Hentai,Unknown,"てにおはっ! 2 リミットオーバー ~まだまだいっぱい, エッチしよ?~ THE ANIMATION",OVA,1,"Apr 24, 2020",Unknown,Pink Pineapple,Unknown,Studio 1st,Visual novel,26 min.,Rx - Hentai,Unknown,7777,3073,20,202,1771,109,103,888,121.0,92.0,207.0,346.0,242.0,94.0,49.0,22.0,7.0,17.0,26.0,"Apr 24, 2020","Apr 24, 2020",2020-04-24,2020-04-24
41210,Wan Jie Shen Zhu 2nd Season,6.78,"Adventure, Fantasy",Unknown,万界神主 第二季,ONA,48,"Feb 1, 2020 to Jul 8, 2020",Unknown,Unknown,Unknown,Ruo Hong Culture,Manga,9 min. per ep.,PG-13 - Teens 13 or older,4555.0,12128,503,0,63,236,14,26,164,21.0,13.0,29.0,59.0,26.0,7.0,2.0,2.0,3.0,3.0,9.0,"Feb 1, 2020","Jul 8, 2020",2020-02-01,2020-07-08
41211,Fukai ni Nemuru Oujo no Abaddon The Animation,5.96,Hentai,Unknown,腐界に眠る王女のアバドーン THE ANIMATION,ONA,Unknown,"Jan 24, 2020 to ?",Unknown,Unknown,Unknown,Peak Hunt,Game,24 min.,Rx - Hentai,Unknown,10151,1161,3,496,4,181,89,391,23.0,13.0,39.0,53.0,54.0,42.0,31.0,15.0,12.0,12.0,24.0,"Jan 24, 2020",,2020-01-24,
41212,Niplheim no Karyuudo,5.29,Hentai,Unknown,ニプルへイムの狩人,ONA,Unknown,"Jan 25, 2020 to ?",Unknown,BOMB! CUTE! BOMB!,Unknown,Unknown,Game,15 min.,Rx - Hentai,Unknown,10756,883,2,414,2,133,85,249,13.0,1.0,18.0,32.0,51.0,56.0,33.0,18.0,26.0,23.0,15.0,"Jan 25, 2020",,2020-01-25,
41217,Pianoman,6.48,"Music, Demons, Psychological, Fantasy",Unknown,PIANOMAN,ONA,1,"Jan 17, 2020",Unknown,Unknown,Unknown,Echoes,Original,5 min.,PG-13 - Teens 13 or older,6008.0,11680,605,0,12,454,2,22,115,17.0,30.0,48.0,102.0,69.0,47.0,24.0,5.0,11.0,8.0,5.0,"Jan 17, 2020","Jan 17, 2020",2020-01-17,2020-01-17
41219,Fanren Xiu Xian Chuan Zhi Fanren Feng Qi Tian Nan,7.5,"Action, Adventure, Historical, Fantasy",A Mortal's Journey:The Beginning,凡人修仙传之凡人风起天南,ONA,17,"Jul 25, 2020 to Nov 29, 2020",Unknown,bilibili,Unknown,"Original Force, Wan Wei Mao Donghua",Novel,18 min. per ep.,PG-13 - Teens 13 or older,1582.0,8794,2028,15,340,471,53,96,1068,79.0,60.0,140.0,108.0,33.0,17.0,4.0,5.0,4.0,5.0,18.0,"Jul 25, 2020","Nov 29, 2020",2020-07-25,2020-11-29
41223,Shi Yi Chang An: Ming Yue Ji Shi You,6.62,"Historical, Romance",Memory of Chang'an,拾忆长安·明月几时有,ONA,12,"Oct 28, 2020 to Jan 6, 2021",Unknown,bilibili,Unknown,Unknown,Manga,16 min. per ep.,PG-13 - Teens 13 or older,5304.0,8289,2497,25,503,431,57,87,1419,29.0,29.0,54.0,138.0,107.0,49.0,14.0,8.0,2.0,8.0,16.0,"Oct 28, 2020","Jan 6, 2021",2020-10-28,2021-01-06
41224,Bai Yao Pu,6.95,"Adventure, Mystery, Historical, Supernatural, Fantasy",Fairies Albums,百妖谱,ONA,12,"Apr 25, 2020 to Jul 4, 2020",Unknown,bilibili,Unknown,Haoliners Animation League,Novel,24 min. per ep.,PG-13 - Teens 13 or older,3807.0,7754,3118,18,463,511,131,141,1872,48.0,37.0,108.0,162.0,110.0,38.0,14.0,9.0,4.0,6.0,24.0,"Apr 25, 2020","Jul 4, 2020",2020-04-25,2020-07-04
41226,Uzaki-chan wa Asobitai!,7.05,"Slice of Life, Comedy, Romance, Ecchi",Uzaki-chan Wants to Hang Out!,宇崎ちゃんは遊びたい！,TV,12,"Jul 10, 2020 to Sep 25, 2020",Summer 2020,"Movic, AT-X, Enterbrain, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, INCS toenter, IMAGICA Lab.",Funimation,ENGI,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3441.0,628,232181,1012,34329,126485,5925,13951,51491,7268.0,9945.0,24959.0,37052.0,19706.0,9425.0,4171.0,1912.0,1008.0,1038.0,23.0,"Jul 10, 2020","Sep 25, 2020",2020-07-10,2020-09-25
41235,Sotsugyou ** Densha,5.2,Hentai,Unknown,卒業○○電車,OVA,Unknown,"Apr 24, 2020 to ?",Unknown,Unknown,Unknown,Unknown,Manga,20 min.,Rx - Hentai,Unknown,9274,1703,1,843,3,276,170,411,20.0,20.0,46.0,75.0,121.0,126.0,109.0,59.0,39.0,50.0,20.0,"Apr 24, 2020",,2020-04-24,
41236,Chiisana Tsubomi no Sono Oku ni...,6.93,Hentai,Unknown,小さな蕾のその奥に......,OVA,Unknown,"Apr 24, 2020 to ?",Unknown,Nur,Unknown,PoRO,Original,30 min.,Rx - Hentai,Unknown,7399,3586,26,1870,7,629,192,888,130.0,139.0,246.0,360.0,236.0,121.0,43.0,21.0,14.0,13.0,30.0,"Apr 24, 2020",,2020-04-24,
41260,Yarichin Kateikyoushi Netori Houkoku,6.86,Hentai,Unknown,ヤリチン家庭教師ネトリ報告,OVA,2,"May 29, 2020 to Jun 5, 2020",Unknown,Unknown,Unknown,Unknown,Visual novel,16 min. per ep.,Rx - Hentai,Unknown,7084,4012,40,290,2520,151,122,929,170.0,220.0,307.0,476.0,331.0,163.0,75.0,55.0,20.0,23.0,16.0,"May 29, 2020","Jun 5, 2020",2020-05-29,2020-06-05
41261,Ane wa Yanmama Junyuu-chuu,7.64,Hentai,Unknown,義姉はヤンママ授乳中,OVA,2,"Jun 5, 2020 to Jul 3, 2020",Unknown,Unknown,Unknown,T-Rex,Manga,20 min. per ep.,Rx - Hentai,Unknown,5085,9262,201,666,6545,293,266,1492,1027.0,763.0,1215.0,1063.0,535.0,269.0,116.0,66.0,34.0,45.0,20.0,"Jun 5, 2020","Jul 3, 2020",2020-06-05,2020-07-03
41266,Bessatsu Olympia Kyklos,7.02,"Slice of Life, Comedy, Historical, Sports, Seinen",Extra Olympia Kyklos,別冊オリンピア・キュクロス,TV,24,"Apr 20, 2020 to Nov 3, 2020",Spring 2020,Unknown,Unknown,Gosay Studio,Manga,5 min. per ep.,PG-13 - Teens 13 or older,3578.0,4459,12603,47,2878,3171,695,1245,4614,414.0,328.0,854.0,1131.0,750.0,361.0,182.0,84.0,67.0,79.0,5.0,"Apr 20, 2020","Nov 3, 2020",2020-04-20,2020-11-03
41271,Koisuru Asteroid: Furikaeri - KiraKira Special!,6.12,"Slice of Life, Comedy, School",Asteroid in Love Episode 6.5,恋する小惑星 6.5話振り返り～ KiraKira特別号！～,Special,1,"Feb 14, 2020",Unknown,Unknown,Unknown,Doga Kobo,4-koma manga,23 min.,PG-13 - Teens 13 or older,7696.0,7612,3267,1,63,2166,31,60,947,60.0,33.0,117.0,332.0,444.0,355.0,79.0,25.0,10.0,21.0,23.0,"Feb 14, 2020","Feb 14, 2020",2020-02-14,2020-02-14
41276,Onigiri ni Naritai Cogimyun,,"Fantasy, Kids, School",Unknown,おにぎりになりたい こぎみゅん,TV,Unknown,"Jan 31, 2020 to ?",Winter 2020,Unknown,Unknown,Unknown,Other,1 min.,G - All Ages,11365.0,17018,84,0,20,0,7,26,31,,,,1.0,1.0,,,,,7.0,1.0,"Jan 31, 2020",,2020-01-31,
41282,Haritsuke,5.54,Hentai,Unknown,磔（ハリツケ）,OVA,2,"Apr 24, 2020 to Jul 3, 2020",Unknown,Queen Bee,Unknown,Unknown,Manga,19 min. per ep.,Rx - Hentai,Unknown,8911,1949,6,225,1153,89,114,368,38.0,27.0,61.0,134.0,186.0,167.0,115.0,65.0,44.0,37.0,19.0,"Apr 24, 2020","Jul 3, 2020",2020-04-24,2020-07-03
41283,Cardfight!! Vanguard Gaiden: If,6.41,"Action, Game, Adventure, Comedy, Parody, Demons",Unknown,カードファイト!! ヴァンガード外伝 イフ-if-,TV,25,"May 30, 2020 to Nov 28, 2020",Spring 2020,Unknown,Unknown,OLM,Original,24 min. per ep.,PG-13 - Teens 13 or older,6362.0,8912,1932,13,292,471,66,179,924,29.0,22.0,59.0,124.0,104.0,63.0,32.0,21.0,13.0,18.0,24.0,"May 30, 2020","Nov 28, 2020",2020-05-30,2020-11-28
41285,"Hatena☆Illusion: Koi to Mahou no Illusion de, Muchuu Sasechaimasu! Special",5.59,"Comedy, Supernatural, Romance, Ecchi",Unknown,はてな☆イリュージョン 特別編 「恋と魔法のイリュージョンで、夢中させちゃいます！スペシャル」,Special,1,"Feb 20, 2020",Unknown,Unknown,Unknown,Children's Playground Entertainment,Light novel,10 min.,Unknown,9439.0,8784,2036,1,77,1107,24,70,758,32.0,16.0,29.0,92.0,178.0,193.0,76.0,37.0,20.0,31.0,10.0,"Feb 20, 2020","Feb 20, 2020",2020-02-20,2020-02-20
41286,Da Wang Bu Gaoxing,6.46,"Comedy, Demons, Magic, Fantasy, School",The Furious Yama,大王不高兴,ONA,12,"Jan 1, 2020 to Mar 11, 2020",Unknown,bilibili,Unknown,Haoliners Animation League,Web manga,7 min. per ep.,PG-13 - Teens 13 or older,6082.0,9222,1727,2,223,505,73,97,829,25.0,20.0,50.0,115.0,97.0,68.0,16.0,8.0,10.0,7.0,7.0,"Jan 1, 2020","Mar 11, 2020",2020-01-01,2020-03-11
41299,Cinderella Girls Gekijou: Extra Stage,,"Slice of Life, Comedy",Unknown,アイドルマスター シンデレラガールズ劇場 Extra Stage,ONA,Unknown,"Mar 24, 2020 to ?",Unknown,Unknown,Unknown,Unknown,4-koma manga,,PG-13 - Teens 13 or older,13707.0,10843,851,0,124,0,34,34,659,7.0,1.0,6.0,13.0,4.0,4.0,4.0,,1.0,3.0,,"Mar 24, 2020",,2020-03-24,
41312,Kami-tachi ni Hirowareta Otoko,6.86,"Adventure, Slice of Life, Magic, Fantasy",By the Grace of the Gods,神達に拾われた男,TV,12,"Oct 4, 2020 to Dec 20, 2020",Fall 2020,"Lantis, Toei Video, KlockWorx, Nikkatsu, Asmik Ace, Hobby Japan, AMG MUSIC, BS Fuji, Hakuhodo DY Music & Pictures, Amusement Media Academy, Exa International, Bandai Namco Arts",Funimation,Maho Film,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,4193.0,1585,85100,443,14743,46547,1419,4763,17628,2644.0,3230.0,6932.0,11883.0,8170.0,4328.0,1768.0,709.0,394.0,240.0,23.0,"Oct 4, 2020","Dec 20, 2020",2020-10-04,2020-12-20
41319,A song for You! You? You!!,7.02,Music,Unknown,A song for You! You? You!!,Music,1,"Mar 25, 2020",Unknown,Lantis,Unknown,Sunrise,Other,11 min.,PG-13 - Teens 13 or older,3551.0,11078,775,4,21,609,9,18,118,56.0,50.0,67.0,98.0,78.0,40.0,11.0,5.0,2.0,7.0,11.0,"Mar 25, 2020","Mar 25, 2020",2020-03-25,2020-03-25
41332,Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,5.88,"Ecchi, Romance",Unknown,俺の指で乱れろ。～閉店後二人きりのサロンで…～,TV,8,"Apr 6, 2020 to May 25, 2020",Spring 2020,"Studio Mausu, Picante Circus, Suiseisha",Unknown,Magic Bus,Manga,3 min. per ep.,R+ - Mild Nudity,8589.0,3810,18091,119,1585,7164,344,770,8228,308.0,240.0,451.0,924.0,1207.0,1132.0,493.0,261.0,171.0,151.0,3.0,"Apr 6, 2020","May 25, 2020",2020-04-06,2020-05-25
41339,Blue: Line Step Brush,5.92,"Slice of Life, Drama",Unknown,BLUE - l i n e・s t e p・b r u s h -,ONA,1,"Feb 14, 2020",Unknown,Unknown,Unknown,Wit Studio,Original,1 min.,G - All Ages,8466.0,12268,485,1,24,214,7,10,230,12.0,3.0,8.0,32.0,36.0,24.0,7.0,9.0,5.0,3.0,1.0,"Feb 14, 2020","Feb 14, 2020",2020-02-14,2020-02-14
41341,Sword Art Online: Alicization - War of Underworld Recap,6.81,"Action, Game, Adventure, Romance, Fantasy",Unknown,「アリシゼーションWoU」1stクール総集編,Special,1,"Jul 4, 2020",Unknown,Unknown,Unknown,A-1 Pictures,Light novel,24 min.,PG-13 - Teens 13 or older,4394.0,3602,20675,81,998,8998,195,362,10122,724.0,342.0,641.0,1297.0,1257.0,663.0,154.0,77.0,45.0,100.0,24.0,"Jul 4, 2020","Jul 4, 2020",2020-07-04,2020-07-04
41345,Noblesse,6.83,"Action, Supernatural, Vampire, School",Unknown,NOBLESSE -ノブレス-,TV,13,"Oct 8, 2020 to Dec 31, 2020",Fall 2020,"Glovision, Crunchyroll SC Anime Fund, Naver Webtoons",Unknown,Production I.G,Web manga,23 min. per ep.,R - 17+ (violence & profanity),4320.0,933,158196,1011,30371,55554,4124,13475,54672,4118.0,4520.0,9605.0,16362.0,11212.0,6036.0,3308.0,1520.0,724.0,664.0,23.0,"Oct 8, 2020","Dec 31, 2020",2020-10-08,2020-12-31
41349,Ooya-san to Boku,,Slice of Life,Unknown,大家さんと僕,TV,10,"Mar 2, 2020 to Jun 12, 2020",Spring 2020,NHK,Unknown,Fanworks,Manga,5 min. per ep.,G - All Ages,11383.0,14527,223,0,12,34,10,63,104,2.0,,,2.0,9.0,10.0,3.0,,2.0,7.0,5.0,"Mar 2, 2020","Jun 12, 2020",2020-03-02,2020-06-12
41353,The God of High School,7.07,"Action, Sci-Fi, Adventure, Comedy, Supernatural, Martial Arts, Fantasy",The God of High School,THE GOD OF HIGH SCHOOL ゴッド・オブ・ハイスクール,TV,13,"Jul 6, 2020 to Sep 28, 2020",Summer 2020,"Sola Entertainment, Naver Webtoons",Crunchyroll,MAPPA,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,3368.0,253,480227,3027,84279,270918,11294,29589,84147,20888.0,30992.0,56683.0,67467.0,39320.0,20254.0,11606.0,5207.0,2374.0,1574.0,23.0,"Jul 6, 2020","Sep 28, 2020",2020-07-06,2020-09-28
41360,ARP Backstage Pass: Celebrate Good Time - Short Stories,5.37,"Music, Comedy",Unknown,ARP Backstage Pass Celebrate Good Time~ショートストーリーズ~,Special,1,"Mar 2, 2020",Unknown,Unknown,Unknown,Dynamo Pictures,Other,23 min.,PG-13 - Teens 13 or older,9992.0,11337,691,1,33,374,7,34,243,16.0,2.0,10.0,42.0,67.0,52.0,28.0,22.0,22.0,13.0,23.0,"Mar 2, 2020","Mar 2, 2020",2020-03-02,2020-03-02
41364,One Room Third Season,6.46,Slice of Life,Unknown,One Room サードシーズン,TV,12,"Oct 6, 2020 to Dec 22, 2020",Fall 2020,Unknown,Unknown,Zero-G,Original,4 min. per ep.,PG-13 - Teens 13 or older,6080.0,3765,18583,46,2081,7258,334,381,8529,430.0,311.0,840.0,1561.0,1507.0,834.0,315.0,203.0,110.0,100.0,4.0,"Oct 6, 2020","Dec 22, 2020",2020-10-06,2020-12-22
41370,Sex Friend Osananajimi: Shojo to Doutei wa Hazukashii tte Minna ga Iu kara - The Animation,6.61,Hentai,Unknown,セクフレ幼馴染 ~処女と童貞は恥ずかしいってみんなが言うから~ THE ANIMATION,OVA,1,"May 29, 2020",Unknown,Pink Pineapple,Unknown,Unknown,Visual novel,28 min.,Rx - Hentai,Unknown,8534,2289,9,120,1520,76,85,488,66.0,93.0,158.0,270.0,236.0,128.0,51.0,27.0,11.0,12.0,28.0,"May 29, 2020","May 29, 2020",2020-05-29,2020-05-29
41372,Senyoku no Sigrdrifa,6.48,"Action, Military",Warlords of Sigrdrifa,戦翼のシグルドリーヴァ,TV,12,"Oct 3, 2020 to Dec 26, 2020",Fall 2020,"Aniplex, Good Smile Company, Contents Seed, Sonilude",Aniplex of America,A-1 Pictures,Original,24 min. per ep.,Unknown,6016.0,2887,31733,63,5624,8319,1070,3754,12966,396.0,475.0,1263.0,2336.0,2137.0,1315.0,728.0,333.0,182.0,111.0,24.0,"Oct 3, 2020","Dec 26, 2020",2020-10-03,2020-12-26
41375,Meltys Quest,6.07,"Hentai, Fantasy",Unknown,メルティス・クエスト,ONA,Unknown,"Feb 28, 2020 to ?",Unknown,BOMB! CUTE! BOMB!,Unknown,Unknown,Game,16 min.,Rx - Hentai,Unknown,9716,1422,5,724,1,245,103,349,40.0,28.0,48.0,101.0,107.0,81.0,41.0,19.0,19.0,17.0,16.0,"Feb 28, 2020",,2020-02-28,
41379,Kimi wa Kanata,,"Drama, Fantasy",Unknown,君は彼方,Movie,1,"Nov 27, 2020",Unknown,CUCURI,Unknown,Digital Network Animation,Original,,Unknown,15012.0,3519,21545,31,412,92,241,41,20759,35.0,7.0,17.0,12.0,4.0,4.0,2.0,1.0,1.0,1.0,,"Nov 27, 2020","Nov 27, 2020",2020-11-27,2020-11-27
41380,100-man no Inochi no Ue ni Ore wa Tatteiru,6.45,"Action, Game, Drama, Fantasy, Shounen","I'm standing on 1,000,000 lives.",100万の命の上に俺は立っている,TV,12,"Oct 2, 2020 to Dec 18, 2020",Fall 2020,"Lantis, Warner Bros. Japan",Unknown,Maho Film,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6156.0,1118,132579,324,24199,65929,3062,10866,28523,1987.0,2835.0,7914.0,17631.0,15172.0,7967.0,4029.0,1735.0,793.0,509.0,23.0,"Oct 2, 2020","Dec 18, 2020",2020-10-02,2020-12-18
41381,Garugaku.: Sei Girls Square Gakuin,5.42,"Music, School",Unknown,ガル学. ~聖ガールズスクエア学院~,TV,Unknown,"Apr 6, 2020 to ?",Spring 2020,Unknown,Unknown,"OLM, Wit Studio",Game,3 min.,PG-13 - Teens 13 or older,9892.0,9775,1388,1,359,0,82,208,739,7.0,5.0,8.0,15.0,23.0,48.0,28.0,11.0,15.0,16.0,3.0,"Apr 6, 2020",,2020-04-06,
41383,Obake Zukan,,"Comedy, Demons, Kids, Supernatural, Fantasy",Unknown,おばけずかん,TV,Unknown,"Jul 1, 2020 to ?",Summer 2020,Unknown,Unknown,Fanworks,Picture book,2 min.,Unknown,11277.0,12773,387,0,117,0,32,92,146,2.0,3.0,1.0,7.0,15.0,18.0,15.0,6.0,5.0,6.0,2.0,"Jul 1, 2020",,2020-07-01,
41384,Norimono Man: Mobile Land no Car-kun,,"Slice of Life, Cars, Comedy, Kids",Unknown,のりものまん モービルランドのカークン,TV,Unknown,"Apr 2, 2020 to ?",Spring 2020,Unknown,Unknown,CloverWorks,Original,5 min.,PG - Children,11240.0,15621,160,0,36,0,13,38,73,1.0,,,1.0,4.0,3.0,2.0,,3.0,3.0,5.0,"Apr 2, 2020",,2020-04-02,
41389,Tonikaku Kawaii,7.96,"Comedy, Romance, Shounen",TONIKAWA:Over the Moon For You,トニカクカワイイ,TV,12,"Oct 3, 2020 to Dec 19, 2020",Fall 2020,"Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, Shogakukan, Crunchyroll SC Anime Fund",Unknown,Seven Arcs,Manga,23 min. per ep.,PG-13 - Teens 13 or older,589.0,437,317474,6925,61292,164090,6888,7851,77353,24484.0,30329.0,51494.0,34494.0,11285.0,4119.0,1511.0,704.0,334.0,386.0,23.0,"Oct 3, 2020","Dec 19, 2020",2020-10-03,2020-12-19
41396,Yuutousei Ayaka no Uraomote,6.67,Hentai,Unknown,優等生 綾香のウラオモテ,OVA,Unknown,"Oct 30, 2020 to ?",Unknown,Unknown,Unknown,Unknown,Manga,30 min.,Rx - Hentai,Unknown,8452,2374,15,1079,7,368,119,801,68.0,63.0,114.0,207.0,175.0,83.0,37.0,15.0,7.0,8.0,30.0,"Oct 30, 2020",,2020-10-30,
41397,Shihai no Kyoudan,6.4,Hentai,Unknown,支配の教壇,OVA,Unknown,"May 29, 2020 to ?",Unknown,Unknown,Unknown,PoRO,Visual novel,30 min.,Rx - Hentai,Unknown,8006,2805,15,1388,3,456,169,789,64.0,55.0,127.0,228.0,210.0,151.0,50.0,28.0,12.0,17.0,30.0,"May 29, 2020",,2020-05-29,
41399,Katarina Nounai Kaigi,5.74,Comedy,Unknown,カタリナ脳内会議,ONA,26,"Feb 29, 2020 to May 8, 2020",Unknown,Grooove,Unknown,AQUA ARIS,Light novel,44 sec. per ep.,PG-13 - Teens 13 or older,9034.0,8642,2163,3,260,834,129,98,842,26.0,13.0,31.0,100.0,175.0,202.0,41.0,13.0,19.0,12.0,,"Feb 29, 2020","May 8, 2020",2020-02-29,2020-05-08
41401,TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,6.02,"Adventure, Comedy",Unknown,テレビ野郎 ナナーナ 怪物クラーケンを追え!,TV,24,"Apr 16, 2020 to Sep 24, 2020",Spring 2020,TV Tokyo,Unknown,Studio Crocodile,Original,3 min. per ep.,PG-13 - Teens 13 or older,8181.0,10731,889,3,116,169,24,103,477,19.0,4.0,18.0,33.0,53.0,33.0,11.0,9.0,6.0,17.0,3.0,"Apr 16, 2020","Sep 24, 2020",2020-04-16,2020-09-24
41404,Neko Neko Nihonshi 5th Season,,"Historical, Parody, Kids, Samurai",Unknown,ねこねこ日本史 第5期,TV,Unknown,"Apr 8, 2020 to ?",Spring 2020,NHK,Unknown,Unknown,Web manga,9 min.,G - All Ages,11116.0,15546,164,0,18,0,5,32,109,1.0,,,,3.0,2.0,,1.0,,3.0,9.0,"Apr 8, 2020",,2020-04-08,
41405,Bakugan: Armored Alliance,5.29,"Action, Fantasy, Game",Unknown,爆丸アーマードアライアンス,TV,52,"Apr 3, 2020 to ?",Spring 2020,Unknown,Unknown,TMS Entertainment,Original,,PG - Children,10151.0,9240,1728,6,548,0,79,263,838,31.0,13.0,24.0,64.0,60.0,57.0,39.0,31.0,28.0,48.0,,"Apr 3, 2020",,2020-04-03,
41409,Wushen Zhuzai,7.1,"Action, Historical, Drama, Martial Arts, Fantasy",The God of War Dominates,武神主宰,ONA,160,"Mar 8, 2020 to ?",Unknown,Tencent Penguin Pictures,Unknown,Ruo Hong Culture,Novel,8 min. per ep.,PG-13 - Teens 13 or older,3227.0,9851,1338,12,730,0,35,81,492,42.0,38.0,59.0,78.0,19.0,16.0,6.0,3.0,13.0,21.0,8.0,"Mar 8, 2020",,2020-03-08,
41421,Kyouryuu Shoujo Gauko 2nd Season,6.3,"Comedy, Super Power",Dino Girl Gauko Season 2,恐竜少女ガウ子シーズン2,ONA,19,"Mar 20, 2020",Unknown,Unknown,Unknown,Unknown,Original,9 min. per ep.,G - All Ages,6901.0,12239,482,1,37,300,8,40,97,16.0,8.0,29.0,57.0,70.0,35.0,15.0,3.0,2.0,5.0,9.0,"Mar 20, 2020","Mar 20, 2020",2020-03-20,2020-03-20
41426,Watanuki-san Chi to,,Slice of Life,Unknown,四月一日さん家と,TV,12,"Apr 6, 2020 to Jun 22, 2020",Spring 2020,Unknown,Unknown,Unknown,Other,23 min. per ep.,PG-13 - Teens 13 or older,12815.0,10650,913,4,86,61,17,77,672,7.0,3.0,1.0,10.0,11.0,7.0,5.0,3.0,3.0,9.0,23.0,"Apr 6, 2020","Jun 22, 2020",2020-04-06,2020-06-22
41431,Daredemo Nai Monster,,Music,Monster of Nobody,誰でもないモンスター,Music,1,"Feb 21, 2020",Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,13770.0,16170,129,0,2,109,1,4,13,6.0,1.0,7.0,11.0,20.0,12.0,7.0,2.0,4.0,6.0,2.0,"Feb 21, 2020","Feb 21, 2020",2020-02-21,2020-02-21
41433,Akudama Drive,7.75,"Action, Sci-Fi",Akudama Drive,アクダマドライブ,TV,12,"Oct 8, 2020 to Dec 24, 2020",Fall 2020,"Marvelous, Yomiuri Advertising, Delfi Sound, NBCUniversal Entertainment Japan, Amuse, Sammy, Contents Seed, BS NTV, Aeon Entertainment",Funimation,Studio Pierrot,Original,23 min. per ep.,R - 17+ (violence & profanity),921.0,719,202536,1775,36136,88466,4792,5164,67978,7524.0,15074.0,28105.0,20525.0,7652.0,2872.0,1214.0,455.0,168.0,182.0,23.0,"Oct 8, 2020","Dec 24, 2020",2020-10-08,2020-12-24
41439,Beyblade Burst Sparking,6.3,"Action, Sci-Fi, Adventure, Sports, Shounen",Unknown,ベイブレードバースト スパーキング,ONA,Unknown,"Apr 3, 2020 to ?",Unknown,Unknown,Unknown,Unknown,Original,12 min.,PG - Children,6866.0,8990,1904,39,844,2,103,150,805,94.0,34.0,65.0,86.0,84.0,66.0,23.0,17.0,10.0,13.0,12.0,"Apr 3, 2020",,2020-04-03,
41440,"Anoyo no Subete wa, Obake-gumi!",,"Comedy, Supernatural",Unknown,"あの世のすべては, おばけぐみっ!",TV,13,"Apr 7, 2020 to ?",Spring 2020,Stella Promotion,Unknown,Unknown,Original,24 min. per ep.,PG-13 - Teens 13 or older,13313.0,11971,539,1,78,1,17,89,354,2.0,,,2.0,3.0,4.0,3.0,2.0,4.0,9.0,24.0,"Apr 7, 2020",,2020-04-07,
41454,Eizouken Mini Anime,5.56,Comedy,Unknown,映像研ミニアニメ,ONA,13,"Jan 8, 2020 to Mar 24, 2020",Unknown,Unknown,Unknown,AQUA ARIS,Manga,1 min. per ep.,PG-13 - Teens 13 or older,9533.0,7375,3592,5,212,693,96,61,2530,24.0,7.0,23.0,58.0,129.0,147.0,44.0,19.0,15.0,12.0,1.0,"Jan 8, 2020","Mar 24, 2020",2020-01-08,2020-03-24
41458,Origami Ninja Koyankinte,,"Comedy, Kids",Unknown,おりがみにんじゃ コーヤン＠きんてれ,TV,Unknown,"Apr 7, 2020 to ?",Spring 2020,TV Tokyo,Unknown,Directions,Unknown,,PG - Children,11402.0,17079,79,0,10,0,2,26,41,,,,,1.0,,,,1.0,5.0,,"Apr 7, 2020",,2020-04-07,
41460,Kore ga Masakano Are Deshita: Wakamono no Shoushisha Higai,,"Drama, Slice of Life",Unknown,コレがまさかのアレでした ～若者の消費者被害～,ONA,1,"Mar 12, 2020",Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,15152.0,16119,134,0,3,84,1,20,26,3.0,1.0,,3.0,15.0,11.0,6.0,7.0,4.0,11.0,3.0,"Mar 12, 2020","Mar 12, 2020",2020-03-12,2020-03-12
41466,Kyojinzoku no Hanayome,5.19,"Fantasy, Shounen Ai",Kyojinzoku no Hanayome,巨人族の花嫁,TV,9,"Jul 6, 2020 to Aug 31, 2020",Summer 2020,Unknown,Unknown,Studio Hokiboshi,Manga,6 min. per ep.,R+ - Mild Nudity,10345.0,3956,16850,146,2447,6752,365,1349,5937,392.0,222.0,398.0,700.0,973.0,1105.0,789.0,530.0,388.0,524.0,6.0,"Jul 6, 2020","Aug 31, 2020",2020-07-06,2020-08-31
41468,Burn the Witch,7.18,"Action, Magic, Fantasy, Shounen",Unknown,BURN THE WITCH,Movie,3,"Oct 2, 2020",Unknown,"Shueisha, Twin Engine, Bandai Namco Arts, FILMONY",Unknown,Studio Colorido,Manga,21 min. per ep.,PG-13 - Teens 13 or older,2835.0,1166,126614,333,8037,73180,1467,1280,42650,2550.0,5735.0,15884.0,20542.0,9163.0,3584.0,1295.0,438.0,183.0,122.0,21.0,"Oct 2, 2020","Oct 2, 2020",2020-10-02,2020-10-02
